Incident Number,Cause number,Cause Description,Cause type,Risk Management Cause,Human Factors  Cause, Failed PSM Framework Element
MR-93C6B01EFA,2,"There are several potential causes that have been determined to be unlikely. The first is the loss of tension due to a down stroke. This has been ruled out due to no indication of wave impact on the TLP production deck and visual observations inside of pile 1 & 2 receptacle do not provide clear evidence to support. Failure of the lock ring has been ruled unlikely because the lock ring material by design is stronger than load shoulder material and the lock rings have not been located. There is no evidence of direct collision. There are no impact marks on the hull, pontoons, or topside. No MODU paths coincide with Typhoon TLP at time of capsizing. The MODU damage does not support collision with the TLP. Also, there is no evidence of snagging of risers, umbilicals, SCR's or tendons. There are no drag marks to support this. The observed ""failed"" state of equipment is consistent with recoil or dropping after parting from the TLP after capsizing. Other contributing causes that have been ruled unlikely are that metocean conditions exceeded the survival design and/or the TLP motions differed from expected response in storm conditions. There is no evidence of large wave striking the production deck. Maximum conditions during Rita were below the 1000 year storm criteria (Hs = 49'). Further, the TLP motion responses predicted from original design and Morpeth model tests were consistent with DNV computer part of the RCA investigation.",Underlying,,,
MR-93C6B01EFA,3,"The key findings of this investigation indicate that the most probable cause of the capsizing of the Typhoon TLP facility was the loss of integrity of the mooring systems on pontoon 1; specifically the bottom connector system at piles 1 & 2. This is supported by evidence of loss of integrity in the damage is evident in piles 1, 2, 4, & 5. Further material from inside the shrouds (1 & 5) which is load shoulder in piles 1 & 2. This metallurgical analysis of recovered believed to be from the load shoulder reveals evidence of shear ductile overload, plastic deformation, and deformed surfaces. The failure of the mooring system on pontoon 1 would cause a capsizing rotation around a center axis located from the center-line tip of pontoon 3 and the center-line tip of pontoon 2. This is first supported by the extensive damage to the flare boom and #2 lifeboat. These components were located on the side of the structure that would impact the water first. This is also supported by the evidence of major damage to the tendon porches for tendons 3, 4, 5, & 6.",Root,,,
MR-70547D084A,1,"Probably combinations of events lead to the accidental release of the BOPs, however it is felt that the root cause was from a Leaking Pilot-Operator Check Valve (POCV) in the LMRP locking circuit, and a parted wire associated with the multi-pin connector for the lock mechanism on the riser connector.",Immediate,,,
MR-70547D084A,2,"Contributing cause could have been that a Sub Plate Mounted (SPM) valve supplying hydraulic pressure to the LOCK side leaked, allowing the lock pressure to leak over to the UNLOCK side. Other possible contributing causes are the corrosion observed on two of the four multi-pin electrical connectors in the LMRM or the contaminated dielectric fluid that was discovered on the backside of the multi-pin connector. It is also possible that a combination of the above items may have contributed to the accidental release.combinations of the above items may have contributed to the accidental release.",Underlying,,,
MR-70547D084A,3,"Probably combinations of events lead to the accidental release of the BOPs, however it is felt that the root cause was from a Leaking Pilot-Operator Check Valve (POCV) in the LMRP locking circuit, and a parted wire associated with the multi-pin connector for the lock mechanism on the riser connector.",Root,,,
MR-9EFAB2509E,1,The probable cause was a cut out dump valve on,Immediate,,,
MR-9EFAB2509E,2,the Heater Treater. The Operator failed to shut in all production and then try to correct upset in system.,Underlying,,,
MR-9EFAB2509E,3,The probable cause was a cut out dump valve on,Root,,,
MR-6B21CAC6FE,1,Human Error: Inattention to the job being performed.,Immediate,, Competency -  Lapse of Competency,3
MR-6B21CAC6FE,2,Human Error: Lack of communication between mechanic and,Underlying,,"Mistake - Information Issue -too little, missing or inaccesible information",3
MR-6B21CAC6FE,3,Human Error: Inattention to the job being performed.,Root,, Competency -  Lapse of Competency,3
MR-FD092D519A,1,"According to the McMoRan Incident Investigation Report, the probable cause of the accident was attributed to the derrick barge crane's balance and tension forces on the load that shifted due to an unexpected wave action.",Immediate,,,
MR-FD092D519A,2,The McMoRan Incident Investigation Report and BSEE findings attributed the contributing cause for the accident to an unforeseen weather-related wave action event that resulted in the flat pin being dislodged from the conductor casing striking the IP who was in the area providing assistance.,Underlying,,,
MR-FD092D519A,3,"According to the McMoRan Incident Investigation Report, the probable cause of the accident was attributed to the derrick barge crane's balance and tension forces on the load that shifted due to an unexpected wave action.",Root,,,
MR-B950B374CF,1,The MT failed to recognize that he was performing maintenance on a pressurized section of the meter and also failed to verify that the meter was properly isolated and bled down before starting his work activties. There the platform personnel and the MT in regard to down.,Immediate,,,
MR-B950B374CF,2,N/A,Underlying,,,
MR-B950B374CF,3,The MT failed to recognize that he was performing maintenance on a pressurized section of the meter and also failed to verify that the meter was properly isolated and bled down before starting his work activties. There the platform personnel and the MT in regard to down.,Root,,,
MR-9A4DE8C7CE,1,"Equipment Failure – Plugging of the still column expelled into the atmosphere, where it contacted one resulting in the fire.",Immediate,,,15
MR-6415495ECB,1,", Employee picked up the wrong hatch cover - there were with no hole under it, and the other covering a hole. picked up the cover and stepped forward into the hole",Immediate,,,
MR-6415495ECB,2,"' Rig crew had finnished on a well, and witnesses finish clean up prior to days off.",Underlying,,,
MR-6415495ECB,3,", Employee picked up the wrong hatch cover - there were with no hole under it, and the other covering a hole. picked up the cover and stepped forward into the hole",Root,,,
MR-53D315F7CE,1,"At the time of the incident, the CPO was walking away from the Production Safety System Panel, he moved towards the stairwell going to the second deck. He was leaning forward with his head looking down towards the deck when he impacted the clean out assembly (nipple and isolation valve) at the bottom of the K-Tec control sight gauge level assembly on the Dry Oil Surge Tank.",Immediate,,,
MR-53D315F7CE,2,"Due to the inclement weather (rain and 20-25MPH winds), these issues had an adverse effect with regards to personnel and personnel response on the Production Platform at the time.",Underlying,,,
MR-53D315F7CE,3,"At the time of the incident, the CPO was walking away from the Production Safety System Panel, he moved towards the stairwell going to the second deck. He was leaning forward with his head looking down towards the deck when he impacted the clean out assembly (nipple and isolation valve) at the bottom of the K-Tec control sight gauge level assembly on the Dry Oil Surge Tank.",Root,,,
MR-96FEE8BC48,1,"The air tugger was certified in May of 2020 for 10,000 with the wrong size cable. Overall, personnel did not rated for the job it was performing.",Immediate,,,
MR-96FEE8BC48,2,N/A,Underlying,,,
MR-96FEE8BC48,3,"The air tugger was certified in May of 2020 for 10,000 with the wrong size cable. Overall, personnel did not rated for the job it was performing.",Root,,,
MR-A96204B5AC,1,"Human Error: Equipment on deck of the boat was not secured properly. Injured Person was not in a safe place where he could move out of the way if equipment shifted. Equipment on boats, that is capable of movement should always be secured. Personnel should be aware of all hazards present and situations where an incident could occur. These should have been addressed in work.",Immediate,,,3
MR-A96204B5AC,2,High seas,Underlying,,,
MR-A96204B5AC,3,"Human Error: Equipment on deck of the boat was not secured properly. Injured Person was not in a safe place where he could move out of the way if equipment shifted. Equipment on boats, that is capable of movement should always be secured. Personnel should be aware of all hazards present and situations where an incident could occur. These should have been addressed in work.",Root,,,3
MR-EE19EAE161,1,The probable cause of the accident was determined to be an accidental slip/trip. A pre-job safety meeting occurred prior to the work being performed. All the hazards were addressed in the JSA. The injured person had used all safety precautions including using the three point method when walking down the stairs.,Immediate,,,
MR-EE19EAE161,2,None,Underlying,,,
MR-EE19EAE161,3,The probable cause of the accident was determined to be an accidental slip/trip. A pre-job safety meeting occurred prior to the work being performed. All the hazards were addressed in the JSA. The injured person had used all safety precautions including using the three point method when walking down the stairs.,Root,,,
MR-EA823F30EF,1,Human Performance Error: Inattention to task.,Immediate,, Competency -  Lapse of Competency,3
MR-EA823F30EF,2,Personnel failed to adequately secure or tighten the glycol pump installation after swapping out the glycol,Underlying,,,
MR-EA823F30EF,3,Personnel failed to identify containment breeches in skid.,Root,,,
MR-EFEDC6804D,1,The BSEE incident investigation team determined that the probable cause of the incident was due to the Enerpac 30-ton hydraulic jack falling from its position contacting the adjacent Enerpac 25-ton hydraulic jack shearing the fitting that released the hydraulic line that struck the DO hydraulic mechanic in the face.,Immediate,,,
MR-EFEDC6804D,2,BSEE’s investigation into this incident identified the following contributing causes: miscommunication between the hydraulic mechanic and rig mechanic who was assisting rig with the manning the hydraulic pump;,Underlying,,,
MR-5D6FDE3142,1,The team did not follow procedures correctly. The team procedures.,Immediate,,,
MR-5D6FDE3142,2,Incorrect calculations,Underlying,,,
MR-5D6FDE3142,3,Weights not verified by oncoming crew or qualified,Root,,,
MR-1FE966451D,1,"An improperly designed oil pumping system subjected a ½ inch nipple to abnormally high vibration stresses causing the nipple, sensing line and a pipe to fail. According to API RP 14E, the wall thickness of the failed nipple was too thin to be used in hydrocarbon service that was subject to vibration. Consequently, the ½ inch schedule 80 nipple on the gas driven oil pipeline pump #1 developed a crack at the base of the threads and sprayed produced oil on the engine exhaust and ignited.",Immediate,,,
MR-1FE966451D,2,"The Operator utilized a schedule 80 thin wall ½ inch nipple on a hydrocarbon service line that was subjected to vibration, while the API RP 14E recommends a schedule 160 rated nipple.",Underlying,,,
MR-1FE966451D,3,The Operator failed to address the vibration issues in a timely manner.,Root,,,
MR-E547FE328C,1,"The top hatch lid failure was due to the poor condition of the fastening components, along with the potential of having the wrong type of nuts mounted on the associated bolts.",Immediate,,,
MR-E547FE328C,2,Failure to follow the company's Best Management Practices Plan,Underlying,,,
MR-E547FE328C,3,"Failure to identify the poor condition of the bolts threads associated with the cam- lock fasteners, during the Sand Hopper Pre Job Check List, prior to sending the equipment offshore",Root,,,
MR-3F06C24828,1,The internal components of the oxygen regulator lubricant.,Immediate,,,
MR-DDB0AD4890,1,Poor mechanical integrity program for equipment.,Immediate,,,
MR-49F3A78598,1,"The temperature in the unit rose high enough to degrade the integrity of the hose causing it to burst, releasing hot lube oil to the lube oil to ignite resulting in the fire.",Immediate,,,
MR-29A9D9DEE5,1,The incident occurred because the Pit-hand did not close and verify the valve alignment on the #1 auxiliary mud tank suction valve before actuating the pump. The provided JSA recommended a two-person verification for valve line ups which was not adhered to.,Immediate,,,15
MR-29A9D9DEE5,2,"1. Lessee did not have a specific, mud tanks.",Underlying,,,
MR-2FFEB579D1,1, Maneuvering through Category 2+ Hurricane winds and high seas with 12 joints of marine riser and LMRP hanging from the Drillship eventually broke the riser just below the rotary sending approximately 11 riser joints and LMRP to the sea floor.,Immediate,,,8
MR-2FFEB579D1,2, The Operator and Contractor monitored storm forecasts waiting on notification of a direct path rather than following operational T-times already calculated relative to current well operations and potential Extreme Weather Event.  Inadequate Planning prevented the drill crew from pulling marine riser and LMRP in time for the Drillship to evade/evacuate Hurricane Ida.  The decision to crew change during the TA operation with weather approaching delayed an operation already hours behind schedule and resulted in a failed evacuation/evade attempt.  Hydraulic Torque Wrench breakdowns and stuck riser bolts delayed pulling riser and LMRP.,Underlying,,,
MR-2FFEB579D1,3, Maneuvering through Category 2+ Hurricane winds and high seas with 12 joints of marine riser and LMRP hanging from the Drillship eventually broke the riser just below the rotary sending approximately 11 riser joints and LMRP to the sea floor.,Root,,,
MR-9B1F5677D4,1,Improper or inadequate alignment and/or torque,Immediate,,,
MR-9B1F5677D4,2,applied to the flange. The lack of written procedures available from the pipeline representatives for installing and inspecting the flange-type instrumentation manifold assembly.,Underlying,,,
MR-9B1F5677D4,3,Improper or inadequate alignment and/or torque,Root,,,
MR-4FB2365ADD,1,Human performance error: Improper hand placement – The IP placed his left hand on a 5000 psi pressurized 0.5- inch false hotline hose to move in order to access the leaking BOP No. 2 Yellow Pod hot stab line when the 0.5-inch false hotline hose ruptured causing his left-hand injury.,Immediate,Inadequate Control Measures,,3
MR-4FB2365ADD,2,"Management system: Equipment failure - According to the manufacturer, the 0.5-inch false hotline hose failed due to a combination of the following factors including: breached green thermoplastic hose most likely due to broken internal wires; broken wires exhibiting excessive corrosion with pitting and scaling oxidation; unreadable layline; and blisters/bulges on the green thermoplastic hose cover.",Underlying,,,8
MR-4FB2365ADD,3,Management system: Insufficient hazard recognition – The TO General Work Permit and the Hazard Identification Prompt card failed to address the hazards associated with moving or working around pressurized lines containing BOP fluid during BOP soak testing.,Root,,,8
MR-55DCBB976D,1,Slag was carried to the second deck where it ignited a originated from a packing leak in the T-103 condensate,Immediate,,,
MR-55DCBB976D,2,small amount of condensate that pump.,Underlying,,,
MR-55DCBB976D,3,"The water used to keep the slag from burning, inadvertently carried the hot slag to the lower deck, while also causing the condensate to spread over a larger area.",Root,,,
MR-493E177265,1,"The electrical system on the water maker malfunctioned and failed to allow the 5 amp breaker to trip, which allowed the water in the Clean/Flush to become energized. We are waiting on El Paso's findings as to why this occurred. At the time of the incident, the CE failed to isolate the power source to the water maker. If this would have been a scheduled event, the Lock/Out procedures would have been implemented as per El Paso's Energy Isolation Blue. Also, the manufacturer's recommendation states that when performing maintenance control panel switches to the Off Position.",Immediate,,,
MR-493E177265,2,N/A,Underlying,,,
MR-493E177265,3,"The electrical system on the water maker malfunctioned and failed to allow the 5 amp breaker to trip, which allowed the water in the Clean/Flush to become energized. We are waiting on El Paso's findings as to why this occurred. At the time of the incident, the CE failed to isolate the power source to the water maker. If this would have been a scheduled event, the Lock/Out procedures would have been implemented as per El Paso's Energy Isolation Blue. Also, the manufacturer's recommendation states that when performing maintenance control panel switches to the Off Position.",Root,,,
MR-DB5C761307,1,"The extended use of the mouse hole, breaking out and making up pipe and subs along with over torquing could cause hair-line cracks and metal fatigue at the pipe guides and failure of the pipe at this point.",Immediate,,,
MR-DB5C761307,2,None,Underlying,,,
MR-DB5C761307,3,"The extended use of the mouse hole, breaking out and making up pipe and subs along with over torquing could cause hair-line cracks and metal fatigue at the pipe guides and failure of the pipe at this point.",Root,,,
MR-97F31270BF,1,"Using two cranes simultaneously in close proximity of one another and personnel situational awareness are probable causes of this incident. It was reported that the Banksman that was assigned to monitor the load transfer attempted to stop work; however, the Starboard Crane boom tip had already struck and severed the Port Crane load line.",Immediate,,,
MR-97F31270BF,2,The Job Safety Analysis (JSA) completed did not specifically address personnel awareness for operating two cranes,Underlying,,,
MR-97F31270BF,3,"Using two cranes simultaneously in close proximity of one another and personnel situational awareness are probable causes of this incident. It was reported that the Banksman that was assigned to monitor the load transfer attempted to stop work; however, the Starboard Crane boom tip had already struck and severed the Port Crane load line.",Root,,,
MR-6B4F28897E,1,"The cause of the incident was the vessel's pilot diverting his attention from his vessel's forward path. When the pilot's attention returned to forward observations, the F Platform was approimately 25 feet off of the vessel's port bow. Also the platforms lack of working lighting was probably a factor in this incident.",Immediate,,,
MR-6B4F28897E,2,"Poor placement of bow lights off/on switch. Failure to have two personnel in the helm station, when needed. If two personnel were in the bridge or the off/on switch for the bow lights were in the Helm Station, this may have prevented the incident. Also the vessel's pilot could have used radar to check the area near the vessel for platforms and/or stopped the vessel.",Underlying,,,
MR-6B4F28897E,3,"The cause of the incident was the vessel's pilot diverting his attention from his vessel's forward path. When the pilot's attention returned to forward observations, the F Platform was approimately 25 feet off of the vessel's port bow. Also the platforms lack of working lighting was probably a factor in this incident.",Root,,,
MR-B4718C00B5,1,"Specified locations for placement of the chain discussed; however, the decision gas lift wells. hoist and slings, as required by engineering designs were not followed and as such, the hoisting and traveling of the load did not follow the planned lift path and elevation.",Immediate,,,
MR-486CEFA1F7,1,The CWM Operator accidently bumped trolley-forward from the CWM controls.,Immediate,,,
MR-486CEFA1F7,2,control lever as he stepped down,Underlying,,,
MR-486CEFA1F7,3,The trolley on the CWM is not fitted with an alarm to alert personnel that it is in - motion. The CWM has an alarm that sounds when it is in motion but the trolley on the CWM does not.,Root,,,
MR-3957ACD21E,1,Malfunction of the riser capture mechanism.,Immediate,,,8
MR-3957ACD21E,2,"The proximity switch falsely sent the signal to the control console that the RGC had properly secured the riser by giving the ""Green Light"" signal.",Underlying,,,
MR-3957ACD21E,3,Lack of Awareness: The deck crew failed to notice were not fully engaged in the locked position.,Root,,,
MR-0FDCA07752,1,"The CO attempted to lift a tool building weighing 7,500 pounds, while the crane boom was at an insufficient angle of approximately 30 degrees; thus, overloading the crane by ~3,900 pounds which is double its safe working load.",Immediate,,,15
MR-0FDCA07752,2,Human error by all parties involved which included the following: Failure to accurately identify to safely lift loads.,Underlying,,,
MR-3CEC7BB462,1,"Based on photos gathered during the investigation, a burnt cigarette butt was found in a classified and non-smoking area of the burnt building subsequent to the fire. Although there was no way to trace cigarette smoking to the actual cause, a probable cause is identified based on the fact that someone could have been smoking in the non­ smoking area prior to the fire.",Immediate,,,
MR-3CEC7BB462,2,Photo evidence indicates that several one gallon metal containers of possible liquid substances was stored inside the abandoned living quarters.,Underlying,,,
MR-3CEC7BB462,3,"Based on photos gathered during the investigation, a burnt cigarette butt was found in a classified and non-smoking area of the burnt building subsequent to the fire. Although there was no way to trace cigarette smoking to the actual cause, a probable cause is identified based on the fact that someone could have been smoking in the non­ smoking area prior to the fire.",Root,,,
MR-88E308042C,1,The CE failed to utilize a vise located on the facility to secure the board. Utilizing the vise could have prevented this incident from occurring.,Immediate,,,
MR-88E308042C,2,The CE failed to utilize a vise located on the facility to secure the board. Utilizing the vise could have prevented this incident from occurring.,Underlying,,,
MR-88E308042C,3,The CE failed to utilize a vise located on the facility to secure the board. Utilizing the vise could have prevented this incident from occurring.,Root,,,
MR-E4906BC988,1,"The solenoid on the brake bladder on the top drive failed to operate. This caused the brake to be fully applied while turning the drill string, whick caused frictional heat causing the brake bladder to melt and the brake shoes to burn.",Immediate,,,
MR-E4906BC988,2,Preventive maintenance does not require the replacement of the brake solenoid on a regular basis.,Underlying,,,
MR-E4906BC988,3,"The solenoid on the brake bladder on the top drive failed to operate. This caused the brake to be fully applied while turning the drill string, whick caused frictional heat causing the brake bladder to melt and the brake shoes to burn.",Root,,,
MR-2CD6192D2A,1,Inattention to duties being performed.,Immediate,,,
MR-2CD6192D2A,2,Inattention to duties being performed.,Underlying,,,
MR-2CD6192D2A,3,Inattention to duties being performed.,Root,,,
MR-040E29E564,1,"The probable cause of this event was a malfunctioning before and after the release, but failed to bleed off inspection on 8 December 2022.",Immediate,,,3
MR-040E29E564,2,The only contributing cause of this event was that,Underlying,,,
MR-6AB5133277,1,The probable cause of the incident is shock load,Immediate,,,
MR-6AB5133277,2,caused by the seas. The possible contributing causes are the sling rating and the sea conditions.,Underlying,,,
MR-6AB5133277,3,The probable cause of the incident is shock load,Root,,,
MR-FC4B92E167,1,Mud U-tubing from the pipe pushed the flow back elevators resulting in a drilling line backlash,Immediate,,,
MR-FC4B92E167,2,The mud weight was not properly balanced and casing.,Underlying,,,
MR-FC4B92E167,3,The slug was not pumped soon enough to assembly off center of the casing and pollution event. caused U-tubing out of the top of the balance the U-tube.,Root,,,
MR-F26AC01DB9,1,"Equipment Failure: Inadequate equipment/testing/calibration/inspection - One of the 12 (twelve) 300 cubic feet nitrogen bottles had corrosion at the base of the bottle. Had the bottle been properly inspected, the corrosion may have been noticed before the bottle had a chance to rupture.",Immediate,Inadequate Control Measures,,15
MR-F26AC01DB9,2,"Management Systems: No or inadequate hazard analysis/written job procedures - Had a proper hazard analysis been performed, the corrosion on the base of the bottle may have been noticed prior to the explosion. Also, there was no maintenance/inspection program to require routine inspection of the nitrogen bottles being used offshore. After the inspection, Cantium later found out that the bottles were overdue for inspection.",Underlying,Hazard not Identified,,8
MR-F26AC01DB9,3,"Equipment Failure: Inadequate equipment/testing/calibration/inspection - One of the 12 (twelve) 300 cubic feet nitrogen bottles had corrosion at the base of the bottle. Had the bottle been properly inspected, the corrosion may have been noticed before the bottle had a chance to rupture.",Root,Inadequate Control Measures,,15
MR-0998CD05CC,1,Failure of a grease fitting on well A-17 production,Immediate,,,3
MR-0998CD05CC,2,casing valve. All decking in the wellbay area was comprised of grating and not solid decking.,Underlying,,,
MR-0998CD05CC,3,Failure of a grease fitting on well A-17 production,Root,,,
MR-59AB335D36,1,Liquid hydrocarbons that were discharged from the flare boom came in contact with the hot surfaces of the exhaust systems of the gas compressor and/or generator resulting in ignition..,Immediate,,,
MR-59AB335D36,2,"The test separator was being operated as a ""0"" pressure vessel with the pressure safety high and low (PSH/L) sensors and level safety high (LSH) in a bypassed mode to enhance the flow back of completion fluids from the loaded up Well A-13. The test separator PSH/L sensors and LSH were being monitored at the master panel by Grasso Production Management (GPM) B operator Jarrid Armentor. The failure to hold sufficient back pressure on the test separator to dump liquids to the low pressure (LP) separator resulted in additional fluid and gas carry over to the vent scrubber when Well A-13 kicked hard. Prevailing winds carried the liquid hydrocarbons from the tip of the flare boom back onto the platform top deck and onto the generator and compressor. Platform operators failed to accurately determine the source of the initial leak on the IP header weld-a-let. Failure to accurately determine and properly correct the weld-a-let leak generated a second more intense leak in the IP header weld-a-let. The second leak in the IP header weld-a-let further contributed to the carry over of the vent scrubber due to the THEC consultant opening the IP header to the vent scrubber in an attempt to relieve the pressure on the leaking weld-a-let.",Underlying,,,
MR-59AB335D36,3,Liquid hydrocarbons that were discharged from the flare boom came in contact with the hot surfaces of the exhaust systems of the gas compressor and/or generator resulting in ignition..,Root,,,
MR-C2945460C7,1,Pressure on the pump when performing repairs.,Immediate,,,
MR-C2945460C7,2,Faulty expansion boot.,Underlying,,,
MR-C2945460C7,3,Pressure on the pump when performing repairs.,Root,,,
MR-60AA0395CC,1,"The transfer of an electrical plug from a 20 amp receptacle to a 30 amp receptacle, ­ without first turning off the breaker, resulted in an electrical flash that caused the ­ plug and cord to explode.",Immediate,,,
MR-60AA0395CC,2,Lack of complete understanding of all the safety procedures.,Underlying,,,
MR-60AA0395CC,3,Lack of proper PPE for the task at hand. ­,Root,,,
MR-C9CC4F5743,1,"As per Fieldwood Energy’s Fall Prevention and Protection-Requirements Accessing the work area at height: When using stairs, one hand shall be free to use the handrails. The CE was not using three points of contact. The CE could have utilized the crane to lower the",Immediate,,,
MR-C9CC4F5743,2,The low clearance beams are located in the egress cause the CE to lose his footing but did increase handrails to the +10 level. route. The clearance beams did not the severity of the CE’s injuries.,Underlying,,,
MR-C9CC4F5743,3,"As per Fieldwood Energy’s Fall Prevention and Protection-Requirements Accessing the work area at height: When using stairs, one hand shall be free to use the handrails. The CE was not using three points of contact. The CE could have utilized the crane to lower the",Root,,,
MR-1701320A55,1,Casing parted after the well was uprighted back to,Immediate,,,
MR-1701320A55,2,Casing parted after the well was uprighted back to,Underlying,,,
MR-1701320A55,3,Casing parted after the well was uprighted back to,Root,,,
MR-CD886E8526,1,"Human Performance Error: Inattention to task – While stops, the Crane Operator continued to boom up.",Immediate,, Competency -  Lapse of Competency,3
MR-CD886E8526,2,the boom was against the boom,Underlying,,,
MR-CD886E8526,3,Human Performance Error: Rushing to get job completed – It was Crew change day and the Crane Operator and Crew may have been rushing operations.,Root,,Mistake - Stress Level Issue,3
MR-99C053DF01,1,The Assistant Driller or Driller inadvertently bumped the clutch allowing it to become disengaged.,Immediate,,,
MR-99C053DF01,2,The inexperience of the Assistant Driller.,Underlying,,,
MR-99C053DF01,3,The clutch was not fully engaged.,Root,,,
MR-CFF0292C6B,1,Inadequate Training in lifting and rigging equipment,Immediate,,,
MR-CFF0292C6B,2,Improper lifting equipment used during job.,Underlying,,,
MR-CFF0292C6B,3,Inadequate JSA: The JSA that was done failed to identify all hazards involved with job,Root,,,
MR-40DBFD9877,1,'Stress corrosion cracking' was determined to be the leading cause of the incident. Stress Corrosion Cracking is a process were fatigue stress within a metal is accelerated by the introduction of a contaminate.,Immediate,,,
MR-9F5336814F,1,Human Performance Error: The shrimp boat Master collided into the BS 55 EB platform.,Immediate,,,3
MR-9F5336814F,2,n/a,Underlying,,,
MR-9F5336814F,3,Human Performance Error: The shrimp boat Master collided into the BS 55 EB platform.,Root,,,3
MR-C9CAEDB977,1,Misjudgment to identify the need to secure the stanchion prior to using the spinner hawk that employee when it was actuated.,Immediate,,,
MR-C9CAEDB977,2,"A Job Safety Analysis was completed; however, to secure the snubbing line to the appropriate hawk.",Underlying,,,
MR-C9CAEDB977,3,Misjudgment to identify the need to secure the stanchion prior to using the spinner hawk that employee when it was actuated.,Root,,,
MR-7AC255EE59,1,a. Not properly trained for the facility b. Lack of supervision c. Unsafe work practices d. Operators being fatigued,Immediate,,,
MR-7AC255EE59,2,a. Not being properly trained for the facility b. Lack of supervision c. Unsafe work practices d. Fatigue factor for personal High Leveled and filled the flare boom.,Underlying,,,
MR-7AC255EE59,3,a. Not properly trained for the facility b. Lack of supervision c. Unsafe work practices d. Operators being fatigued,Root,,,
MR-EF86599EEB,1,Improper hand placement,Immediate,,,
MR-EF86599EEB,2,Sr. Subsea Engineer did not verify hand placement on the appropriate button prior to functioning.,Underlying,,,
MR-EF86599EEB,3,No formal policy requiring two personnel present prior,Root,,,
MR-6F927ADA24,1,The troubleshooting techniques of pushing and pulling wires/cables in the panel caused a voltage drop in the solid state relay computer board. A voltage drop in the solid state relay computer board unintentionally activated the EDS.,Immediate,,,
